2026-09-18T08:50:46.592784494Z [2026-09-18 08:50:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 512, #cached-token: 0, full token usage: 0.00, swa token usage: 0.01, #running-req: 1, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 393.12
2026-09-18T11:12:58.025310019Z [2026-09-18 11:12:58 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.25, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1781760, cuda graph: False, input throughput (token/s): 1230.99
2026-09-18T11:13:01.232569694Z [2026-09-18 11:13:01 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.25, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1777664, cuda graph: False, input throughput (token/s): 1276.98
2026-09-18T11:13:04.628741407Z [2026-09-18 11:13:04 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.25, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1773568, cuda graph: False, input throughput (token/s): 1206.21
2026-09-18T11:13:07.888934671Z [2026-09-18 11:13:07 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.25, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1769472, cuda graph: False, input throughput (token/s): 1256.28
2026-09-18T11:13:11.204913290Z [2026-09-18 11:13:11 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.25, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1765376, cuda graph: False, input throughput (token/s): 1235.11
2026-09-18T11:13:14.462586519Z [2026-09-18 11:13:14 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.25, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1761280, cuda graph: False, input throughput (token/s): 1257.24
2026-09-18T11:13:17.763694726Z [2026-09-18 11:13:17 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.25, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1757184, cuda graph: False, input throughput (token/s): 1240.96
2026-09-18T11:13:21.128491478Z [2026-09-18 11:13:21 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.25, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1753088, cuda graph: False, input throughput (token/s): 1217.44
2026-09-18T11:13:24.474918060Z [2026-09-18 11:13:24 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1748992, cuda graph: False, input throughput (token/s): 1223.85
2026-09-18T11:13:27.842568499Z [2026-09-18 11:13:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1744896, cuda graph: False, input throughput (token/s): 1216.36
2026-09-18T11:13:31.279937090Z [2026-09-18 11:13:31 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1740800, cuda graph: False, input throughput (token/s): 1191.48
2026-09-18T11:13:35.219836341Z [2026-09-18 11:13:35 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1736704, cuda graph: False, input throughput (token/s): 1039.62
2026-09-18T11:13:38.580341197Z [2026-09-18 11:13:38 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1732608, cuda graph: False, input throughput (token/s): 1218.89
2026-09-18T11:13:41.931983056Z [2026-09-18 11:13:41 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1728512, cuda graph: False, input throughput (token/s): 1222.15
2026-09-18T11:13:44.923170386Z [2026-09-18 11:13:44 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1724416, cuda graph: False, input throughput (token/s): 1369.28
2026-09-18T11:13:48.320937259Z [2026-09-18 11:13:48 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1720320, cuda graph: False, input throughput (token/s): 1205.36
2026-09-18T11:13:51.671623135Z [2026-09-18 11:13:51 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1716224, cuda graph: False, input throughput (token/s): 1222.77
2026-09-18T11:13:55.052463779Z [2026-09-18 11:13:55 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1712128, cuda graph: False, input throughput (token/s): 1211.43
2026-09-18T11:13:58.830839245Z [2026-09-18 11:13:58 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1708032, cuda graph: False, input throughput (token/s): 1084.08
2026-09-18T11:14:03.046234549Z [2026-09-18 11:14:03 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1703936, cuda graph: False, input throughput (token/s): 971.67
2026-09-18T11:14:06.529099083Z [2026-09-18 11:14:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1699840, cuda graph: False, input throughput (token/s): 1175.96
2026-09-18T11:14:09.951247649Z [2026-09-18 11:14:09 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1695744, cuda graph: False, input throughput (token/s): 1196.99
2026-09-18T11:14:13.454494923Z [2026-09-18 11:14:13 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1691648, cuda graph: False, input throughput (token/s): 1169.19
2026-09-18T11:14:17.008379792Z [2026-09-18 11:14:17 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1687552, cuda graph: False, input throughput (token/s): 1152.46
2026-09-18T11:14:21.899820985Z [2026-09-18 11:14:21 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1683456, cuda graph: False, input throughput (token/s): 837.38
2026-09-18T11:14:25.412029488Z [2026-09-18 11:14:25 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1679360, cuda graph: False, input throughput (token/s): 1166.20
2026-09-18T11:14:28.944758661Z [2026-09-18 11:14:28 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1675264, cuda graph: False, input throughput (token/s): 1159.57
2026-09-18T11:14:32.493419854Z [2026-09-18 11:14:32 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1671168, cuda graph: False, input throughput (token/s): 1154.13
2026-09-18T11:14:36.046134713Z [2026-09-18 11:14:36 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1667072, cuda graph: False, input throughput (token/s): 1152.92
2026-09-18T11:14:39.898342153Z [2026-09-18 11:14:39 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1662976, cuda graph: False, input throughput (token/s): 1063.38
2026-09-18T11:14:43.533205777Z [2026-09-18 11:14:43 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1658880, cuda graph: False, input throughput (token/s): 1126.79
2026-09-18T11:14:47.077111278Z [2026-09-18 11:14:47 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.26, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1654784, cuda graph: False, input throughput (token/s): 1156.00
2026-09-18T11:14:50.669545006Z [2026-09-18 11:14:50 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1650688, cuda graph: False, input throughput (token/s): 1140.02
2026-09-18T11:14:54.341984297Z [2026-09-18 11:14:54 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1646592, cuda graph: False, input throughput (token/s): 1115.16
2026-09-18T11:14:57.868922376Z [2026-09-18 11:14:57 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1642496, cuda graph: False, input throughput (token/s): 1161.47
2026-09-18T11:15:01.407450635Z [2026-09-18 11:15:01 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1638400, cuda graph: False, input throughput (token/s): 1157.42
2026-09-18T11:15:05.646823423Z [2026-09-18 11:15:05 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1634304, cuda graph: False, input throughput (token/s): 966.32
2026-09-18T11:15:10.180544360Z [2026-09-18 11:15:10 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1630208, cuda graph: False, input throughput (token/s): 903.50
2026-09-18T11:15:13.551852179Z [2026-09-18 11:15:13 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1626112, cuda graph: False, input throughput (token/s): 1214.77
2026-09-18T11:15:17.192714295Z [2026-09-18 11:15:17 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1622016, cuda graph: False, input throughput (token/s): 1124.99
2026-09-18T11:15:20.921619904Z [2026-09-18 11:15:20 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1617920, cuda graph: False, input throughput (token/s): 1098.60
2026-09-18T11:15:24.427205590Z [2026-09-18 11:15:24 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1613824, cuda graph: False, input throughput (token/s): 1168.25
2026-09-18T11:15:28.190858518Z [2026-09-18 11:15:28 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1609728, cuda graph: False, input throughput (token/s): 1088.40
2026-09-18T11:15:32.904510685Z [2026-09-18 11:15:32 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1605632, cuda graph: False, input throughput (token/s): 868.93
2026-09-18T11:15:36.538222507Z [2026-09-18 11:15:36 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1601536, cuda graph: False, input throughput (token/s): 1127.49
2026-09-18T11:15:40.345129098Z [2026-09-18 11:15:40 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1597440, cuda graph: False, input throughput (token/s): 1075.62
2026-09-18T11:15:44.586293839Z [2026-09-18 11:15:44 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1593344, cuda graph: False, input throughput (token/s): 965.94
2026-09-18T11:15:49.022413857Z [2026-09-18 11:15:49 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1589248, cuda graph: False, input throughput (token/s): 923.35
2026-09-18T11:15:51.993789213Z [2026-09-18 11:15:51 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1585152, cuda graph: False, input throughput (token/s): 1378.49
2026-09-18T11:15:56.173947079Z [2026-09-18 11:15:56 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1581056, cuda graph: False, input throughput (token/s): 979.86
2026-09-18T11:15:59.260889892Z [2026-09-18 11:15:59 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 3, #pending-token: 1576960, cuda graph: False, input throughput (token/s): 1326.77
2026-09-18T11:16:00.443774128Z [2026-09-18 11:16:00 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.10, #running-req: 4, #queue-req: 2, #pending-token: 1572864, cuda graph: False, input throughput (token/s): 3461.01
2026-09-18T11:16:02.206890895Z [2026-09-18 11:16:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1568768, cuda graph: False, input throughput (token/s): 2324.37
2026-09-18T11:16:04.160869461Z [2026-09-18 11:16:04 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1564672, cuda graph: False, input throughput (token/s): 2096.36
2026-09-18T11:16:06.333017336Z [2026-09-18 11:16:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.27, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1560576, cuda graph: False, input throughput (token/s): 1884.73
2026-09-18T11:16:07.743884830Z [2026-09-18 11:16:07 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.28, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1556480, cuda graph: False, input throughput (token/s): 2903.92
2026-09-18T11:16:09.742621998Z [2026-09-18 11:16:09 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.28, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1552384, cuda graph: False, input throughput (token/s): 2049.30
2026-09-18T11:16:11.553483034Z [2026-09-18 11:16:11 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.28, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1548288, cuda graph: False, input throughput (token/s): 2262.48
2026-09-18T11:16:13.515133986Z [2026-09-18 11:16:13 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.28, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1544192, cuda graph: False, input throughput (token/s): 2087.88
2026-09-18T11:16:15.547496982Z [2026-09-18 11:16:15 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.28, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1540096, cuda graph: False, input throughput (token/s): 2015.27
2026-09-18T11:16:17.381750433Z [2026-09-18 11:16:17 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.28, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1536000, cuda graph: False, input throughput (token/s): 2233.48
2026-09-18T11:16:19.386954498Z [2026-09-18 11:16:19 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.28, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1531904, cuda graph: False, input throughput (token/s): 2042.82
2026-09-18T11:16:21.718625372Z [2026-09-18 11:16:21 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.28, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1527808, cuda graph: False, input throughput (token/s): 1756.37
2026-09-18T11:16:24.184008066Z [2026-09-18 11:16:24 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.28, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1523712, cuda graph: False, input throughput (token/s): 1661.69
2026-09-18T11:16:26.417971152Z [2026-09-18 11:16:26 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.28, swa token usage: 0.11, #running-req: 5, #queue-req: 2, #pending-token: 1519616, cuda graph: False, input throughput (token/s): 1832.71
